donation_id,donor_id,donation_date,amount,campaign_id,payment_method,gift_type,gift_aid_claimed
45811,7584,2025-02-06,65.03,136.0,Überweisung,One-off,Yes
45812,7584,2022-10-20,40.09,109.0,SEPA-Lastschrift,One-off,No
45813,7584,2022-05-23,50.11,110.0,SEPA-Lastschrift,One-off,Yes
45814,7584,2026-03-20,33.11,144.0,SEPA-Lastschrift,One-off,Yes
45815,7584,2022-07-10,51.53,110.0,SEPA-Lastschrift,One-off,Yes
45816,7584,2023-09-04,47.6,117.0,Überweisung,One-off,Yes
45817,7584,2023-03-25,49.43,120.0,Überweisung,One-off,No
45818,7584,2023-02-25,46.54,120.0,Überweisung,One-off,Yes
45819,7584,2024-06-02,41.21,126.0,Überweisung,One-off,No
45820,7584,2024-03-25,53.18,129.0,Überweisung,One-off,No
45821,7584,2021-10-11,34.38,103.0,PayPal,One-off,No
45822,7584,2026-01-04,51.31,144.0,SEPA-Lastschrift,One-off,No
45823,7584,2023-12-03,64.76,116.0,SEPA-Lastschrift,One-off,No
45824,7584,2026-11-16,24.96,143.0,Überweisung,One-off,Yes
45825,7584,2025-11-07,52.29,135.0,Überweisung,One-off,Yes
45826,7584,2024-03-18,79.3,129.0,Überweisung,One-off,Yes
45827,7584,2022-10-11,20.63,111.0,Überweisung,One-off,Yes
45828,7584,2021-12-15,69.7,100.0,SEPA-Lastschrift,One-off,No
45829,7584,2024-06-14,55.31,130.0,SEPA-Lastschrift,One-off,No
45830,7584,2024-07-20,49.77,130.0,Kreditkarte,One-off,Yes
45831,7584,2023-11-18,38.68,116.0,SEPA-Lastschrift,One-off,No
45832,7584,2024-03-02,47.09,128.0,Kreditkarte,One-off,No
45833,7584,2025-05-17,40.46,139.0,Überweisung,One-off,Yes
45834,7584,2022-03-17,49.65,112.0,PayPal,One-off,No
45835,7584,2025-01-02,36.16,124.0,Überweisung,One-off,Yes
45836,7584,2024-04-27,48.73,125.0,SEPA-Lastschrift,One-off,No
45837,7584,2025-12-16,48.58,132.0,SEPA-Lastschrift,One-off,Yes
45838,7584,2022-11-26,14.67,108.0,PayPal,One-off,Yes
45839,7584,2023-09-11,21.67,119.0,SEPA-Lastschrift,One-off,No
45840,7584,2023-02-21,23.55,120.0,Überweisung,One-off,Yes
45841,7584,2026-10-25,51.42,143.0,Überweisung,One-off,No
45842,7584,2022-02-06,57.0,112.0,Überweisung,One-off,No
45843,7584,2024-03-02,53.23,128.0,Kreditkarte,One-off,Yes
45844,7584,2022-08-16,44.22,114.0,SEPA-Lastschrift,One-off,No
45845,7584,2026-07-06,51.84,146.0,Überweisung,One-off,Yes
45846,7584,2026-12-20,41.72,140.0,Kreditkarte,One-off,No
45847,7584,2026-11-19,7.75,140.0,Kreditkarte,One-off,Yes
45848,7584,2023-09-14,51.47,117.0,PayPal,One-off,No
45849,7584,2023-01-11,65.89,120.0,SEPA-Lastschrift,One-off,No
45850,7584,2022-08-21,59.01,114.0,SEPA-Lastschrift,One-off,No
45851,7584,2024-05-18,41.33,125.0,PayPal,One-off,No
45852,7584,2025-09-14,49.66,135.0,SEPA-Lastschrift,One-off,No
45853,7584,2024-03-31,27.1,128.0,SEPA-Lastschrift,One-off,Yes
45854,7584,2024-11-10,39.21,127.0,Überweisung,One-off,No
45855,7585,2024-05-04,33.53,,SEPA-Lastschrift,One-off,No
45856,7585,2025-07-05,47.52,138.0,Überweisung,One-off,Yes
45857,7586,2025-09-25,38.26,,SEPA-Lastschrift,One-off,No
45858,7586,2026-12-06,28.89,140.0,PayPal,One-off,Yes
45859,7586,2025-11-23,35.8,132.0,Überweisung,One-off,Yes
45860,7587,2026-07-13,128.87,,SEPA-Lastschrift,One-off,Yes
45861,7587,2026-12-16,115.93,140.0,SEPA-Lastschrift,One-off,Yes
45862,7587,2026-09-28,140.43,141.0,SEPA-Lastschrift,One-off,No
45863,7587,2026-10-16,90.42,141.0,Überweisung,One-off,Yes
45864,7587,2026-12-14,86.51,140.0,Überweisung,One-off,No
45865,7588,2023-06-07,8.32,,Kreditkarte,Regular,Yes
45866,7588,2023-12-11,14.19,116.0,SEPA-Lastschrift,Regular,Yes
45867,7588,2025-10-19,22.4,135.0,SEPA-Lastschrift,Regular,No
45868,7588,2025-06-23,14.74,138.0,SEPA-Lastschrift,Regular,Yes
45869,7588,2026-06-17,20.45,142.0,SEPA-Lastschrift,Regular,No
45870,7588,2026-06-19,17.91,142.0,SEPA-Lastschrift,Regular,No
45871,7588,2026-11-04,20.47,143.0,SEPA-Lastschrift,Regular,No
45872,7588,2026-12-23,23.32,140.0,SEPA-Lastschrift,Regular,No
45873,7588,2025-11-02,27.89,135.0,SEPA-Lastschrift,Regular,No
45874,7588,2026-09-22,18.55,141.0,SEPA-Lastschrift,Regular,Yes
45875,7588,2025-11-26,17.75,132.0,PayPal,Regular,No
45876,7588,2025-10-30,25.56,135.0,SEPA-Lastschrift,Regular,Yes
45877,7588,2025-03-23,16.1,133.0,SEPA-Lastschrift,Regular,No
45878,7588,2024-06-14,12.04,130.0,SEPA-Lastschrift,Regular,Yes
45879,7588,2025-01-28,14.02,,SEPA-Lastschrift,Regular,No
45880,7588,2026-10-02,21.49,143.0,SEPA-Lastschrift,Regular,No
45881,7588,2024-05-17,16.69,125.0,Überweisung,Regular,No
45882,7588,2026-07-22,11.36,146.0,SEPA-Lastschrift,Regular,No
45883,7588,2024-12-25,23.68,124.0,SEPA-Lastschrift,Regular,No
45884,7588,2026-07-05,7.95,146.0,SEPA-Lastschrift,Regular,Yes
45885,7588,2023-09-08,16.44,122.0,SEPA-Lastschrift,Regular,No
45886,7589,2022-12-16,13.54,,Überweisung,One-off,No
45887,7589,2023-03-22,20.48,121.0,SEPA-Lastschrift,One-off,No
45888,7589,2026-07-17,18.0,146.0,PayPal,One-off,No
45889,7589,2024-05-11,23.67,126.0,PayPal,One-off,No
45890,7589,2026-09-22,20.89,141.0,Überweisung,One-off,No
45891,7589,2026-12-16,12.61,140.0,SEPA-Lastschrift,One-off,No
45892,7589,2024-11-13,17.65,124.0,Überweisung,One-off,Yes
45893,7589,2023-06-29,19.32,118.0,PayPal,One-off,No
45894,7589,2023-10-27,14.16,119.0,PayPal,One-off,Yes
45895,7589,2026-04-16,18.85,145.0,Überweisung,One-off,No
45896,7589,2024-11-15,29.56,124.0,SEPA-Lastschrift,One-off,Yes
45897,7589,2023-11-18,17.9,116.0,Kreditkarte,One-off,No
45898,7590,2026-03-05,69.57,,PayPal,One-off,No
45899,7590,2026-10-20,107.1,141.0,Kreditkarte,One-off,No
45900,7590,2026-12-23,123.69,140.0,SEPA-Lastschrift,One-off,No
45901,7590,2026-05-12,131.93,147.0,Überweisung,One-off,No
45902,7590,2026-11-21,130.8,143.0,SEPA-Lastschrift,One-off,Yes
45903,7590,2026-09-24,201.56,141.0,Überweisung,One-off,Yes
45904,7590,2026-07-30,152.62,146.0,Kreditkarte,One-off,Yes
45905,7591,2026-07-04,54.16,,SEPA-Lastschrift,Regular,No
45906,7592,2023-11-01,19.39,,SEPA-Lastschrift,Regular,Yes
45907,7592,2024-06-29,13.96,130.0,SEPA-Lastschrift,Regular,Yes
45908,7592,2025-12-01,20.34,132.0,SEPA-Lastschrift,One-off,No
45909,7592,2026-05-02,21.81,142.0,Überweisung,Regular,Yes
45910,7592,2024-05-11,18.99,131.0,SEPA-Lastschrift,Regular,Yes
45911,7592,2023-12-15,15.08,116.0,SEPA-Lastschrift,Regular,No
45912,7592,2024-12-21,21.98,124.0,SEPA-Lastschrift,Regular,No
45913,7592,2026-05-12,21.9,147.0,SEPA-Lastschrift,Regular,Yes
45914,7592,2025-06-26,12.8,138.0,SEPA-Lastschrift,Regular,Yes
45915,7592,2025-03-20,6.68,133.0,SEPA-Lastschrift,Regular,Yes
45916,7592,2026-11-23,16.88,140.0,SEPA-Lastschrift,Regular,No
45917,7592,2025-04-20,17.07,134.0,Überweisung,Regular,Yes
45918,7592,2026-05-13,12.66,147.0,SEPA-Lastschrift,Regular,Yes
45919,7592,2025-12-12,17.05,132.0,SEPA-Lastschrift,Regular,No
45920,7592,2024-05-10,26.6,125.0,Überweisung,Regular,No
45921,7592,2023-12-14,14.04,116.0,SEPA-Lastschrift,One-off,Yes
45922,7592,2025-09-18,17.65,135.0,SEPA-Lastschrift,Regular,No
45923,7592,2026-12-02,20.64,140.0,SEPA-Lastschrift,Regular,Yes
45924,7592,2025-09-19,17.73,135.0,SEPA-Lastschrift,Regular,Yes
45925,7592,2026-04-12,18.04,145.0,SEPA-Lastschrift,Regular,No
45926,7592,2026-03-09,11.32,144.0,SEPA-Lastschrift,Regular,No
45927,7592,2025-05-17,19.95,134.0,SEPA-Lastschrift,Regular,Yes
45928,7592,2026-08-04,13.38,146.0,SEPA-Lastschrift,Regular,Yes
45929,7592,2025-03-03,19.77,136.0,SEPA-Lastschrift,Regular,No
45930,7592,2026-05-29,10.08,142.0,SEPA-Lastschrift,Regular,Yes
45931,7592,2025-04-10,22.6,133.0,SEPA-Lastschrift,Regular,Yes
45932,7592,2024-06-05,15.39,126.0,SEPA-Lastschrift,Regular,No
45933,7592,2024-06-20,14.13,126.0,SEPA-Lastschrift,Regular,Yes
45934,7592,2026-07-10,15.86,146.0,SEPA-Lastschrift,Regular,Yes
45935,7592,2025-02-06,11.05,136.0,SEPA-Lastschrift,Regular,No
45936,7592,2025-04-20,11.14,134.0,SEPA-Lastschrift,Regular,No
45937,7593,2025-01-24,55.64,,SEPA-Lastschrift,Regular,Yes
45938,7593,2025-12-28,52.49,132.0,SEPA-Lastschrift,Regular,Yes
45939,7593,2025-11-29,26.9,132.0,SEPA-Lastschrift,Regular,No
45940,7593,2026-03-07,42.83,144.0,SEPA-Lastschrift,Regular,No
45941,7593,2026-12-23,52.28,140.0,SEPA-Lastschrift,One-off,No
45942,7593,2025-10-19,33.9,135.0,SEPA-Lastschrift,Regular,Yes
45943,7593,2026-06-09,53.45,142.0,SEPA-Lastschrift,Regular,Yes
45944,7593,2026-09-30,41.35,141.0,SEPA-Lastschrift,Regular,No
45945,7593,2025-04-27,56.09,134.0,SEPA-Lastschrift,One-off,No
45946,7593,2026-09-25,44.48,141.0,SEPA-Lastschrift,Regular,Yes
45947,7593,2025-12-28,48.33,132.0,SEPA-Lastschrift,Regular,No
45948,7593,2025-09-16,42.19,135.0,SEPA-Lastschrift,Regular,No
45949,7593,2026-09-27,49.87,143.0,SEPA-Lastschrift,Regular,Yes
45950,7593,2026-10-17,29.03,141.0,SEPA-Lastschrift,Regular,Yes
45951,7593,2026-12-15,59.03,140.0,SEPA-Lastschrift,Regular,Yes
45952,7593,2026-10-13,53.9,141.0,SEPA-Lastschrift,Regular,Yes
45953,7593,2025-07-08,7.26,,SEPA-Lastschrift,Regular,Yes
45954,7593,2026-10-07,49.38,141.0,SEPA-Lastschrift,Regular,Yes
45955,7593,2025-06-17,30.04,138.0,SEPA-Lastschrift,Regular,No
45956,7594,2023-09-10,5.0,,SEPA-Lastschrift,One-off,Yes
45957,7595,2024-02-21,47.3,,SEPA-Lastschrift,One-off,Yes
45958,7596,2026-12-02,50.9,,Überweisung,One-off,Yes
45959,7597,2024-07-02,16.44,,PayPal,One-off,Yes
45960,7598,2025-05-22,61.62,,SEPA-Lastschrift,One-off,Yes
45961,7598,2025-07-29,49.11,138.0,PayPal,One-off,Yes
45962,7598,2025-11-06,30.19,135.0,SEPA-Lastschrift,One-off,No
45963,7598,2026-10-03,27.97,143.0,SEPA-Lastschrift,One-off,No
45964,7598,2026-01-21,46.13,144.0,PayPal,One-off,No
45965,7598,2026-10-04,47.66,141.0,Überweisung,One-off,Yes
45966,7598,2025-06-16,51.82,138.0,Kreditkarte,One-off,Yes
45967,7598,2025-06-22,52.87,138.0,PayPal,One-off,Yes
45968,7598,2025-10-24,39.7,135.0,PayPal,One-off,Yes
45969,7599,2022-10-11,62.71,,SEPA-Lastschrift,One-off,Yes
45970,7599,2026-08-21,94.16,146.0,SEPA-Lastschrift,One-off,No
45971,7599,2026-10-19,43.26,143.0,Überweisung,One-off,No
45972,7599,2023-12-18,70.73,116.0,Kreditkarte,One-off,No
45973,7599,2026-05-23,59.33,142.0,Überweisung,One-off,No
45974,7599,2024-05-11,66.19,131.0,SEPA-Lastschrift,One-off,No
45975,7599,2024-05-24,33.51,125.0,SEPA-Lastschrift,One-off,No
45976,7599,2025-01-26,58.62,136.0,PayPal,One-off,Yes
45977,7599,2026-12-19,57.07,140.0,Kreditkarte,One-off,No
45978,7599,2023-11-26,64.07,116.0,Überweisung,One-off,Yes
45979,7599,2023-05-15,29.65,118.0,SEPA-Lastschrift,One-off,Yes
45980,7599,2024-03-19,43.41,129.0,PayPal,One-off,No
45981,7599,2024-05-14,50.28,125.0,SEPA-Lastschrift,One-off,Yes
45982,7599,2026-10-01,68.54,,Überweisung,One-off,No
45983,7599,2023-12-13,51.57,116.0,PayPal,One-off,Yes
45984,7599,2026-05-14,72.44,147.0,SEPA-Lastschrift,One-off,Yes
45985,7599,2023-10-20,58.96,119.0,SEPA-Lastschrift,One-off,Yes
45986,7599,2023-10-21,38.52,119.0,Kreditkarte,One-off,No
45987,7599,2023-01-14,47.07,120.0,SEPA-Lastschrift,One-off,Yes
45988,7599,2023-06-22,50.37,118.0,Kreditkarte,One-off,Yes
45989,7599,2025-03-28,75.16,137.0,PayPal,One-off,Yes
45990,7599,2022-10-23,13.92,,Überweisung,One-off,Yes
45991,7599,2024-05-14,47.09,125.0,Überweisung,One-off,Yes
45992,7599,2025-03-29,41.11,133.0,SEPA-Lastschrift,One-off,Yes
45993,7599,2023-06-09,26.16,118.0,Überweisung,One-off,No
45994,7599,2023-12-01,59.38,116.0,SEPA-Lastschrift,One-off,Yes
45995,7599,2026-03-17,52.9,145.0,PayPal,One-off,No
45996,7599,2025-05-18,65.63,139.0,PayPal,One-off,No
45997,7599,2023-06-06,64.82,118.0,Kreditkarte,One-off,No
45998,7600,2026-12-04,10.45,,SEPA-Lastschrift,One-off,Yes
45999,7601,2025-03-27,88.44,,SEPA-Lastschrift,One-off,No
46000,7601,2025-05-08,58.8,134.0,Überweisung,One-off,Yes
46001,7601,2026-09-25,39.45,141.0,Überweisung,One-off,No
46002,7601,2026-07-07,50.13,146.0,Überweisung,One-off,No
46003,7601,2026-10-20,57.02,141.0,Überweisung,One-off,No
46004,7602,2025-09-12,55.1,,Kreditkarte,One-off,No
46005,7602,2026-12-04,32.76,140.0,Kreditkarte,One-off,Yes
46006,7603,2024-11-30,27.16,,Überweisung,One-off,No
46007,7603,2026-09-30,28.92,141.0,SEPA-Lastschrift,One-off,Yes
46008,7603,2025-04-02,31.15,133.0,Kreditkarte,One-off,Yes
46009,7603,2025-11-16,44.89,132.0,Überweisung,One-off,Yes
46010,7603,2025-09-06,23.12,135.0,PayPal,One-off,No
46011,7603,2025-10-19,20.81,135.0,PayPal,One-off,Yes
46012,7604,2026-10-02,9.61,,PayPal,One-off,Yes
46013,7606,2023-03-17,28.2,,PayPal,One-off,Yes
46014,7607,2024-05-14,15.8,,SEPA-Lastschrift,One-off,Yes
46015,7608,2024-06-24,17.49,,SEPA-Lastschrift,One-off,Yes
46016,7608,2026-01-16,13.24,144.0,SEPA-Lastschrift,One-off,Yes
46017,7610,2026-12-13,12.35,,SEPA-Lastschrift,One-off,No
46018,7611,2026-12-04,15.73,,SEPA-Lastschrift,One-off,No
46019,7612,2024-09-05,41.59,,Kreditkarte,One-off,Yes
46020,7612,2026-01-06,25.13,144.0,Kreditkarte,One-off,Yes
46021,7612,2025-12-17,25.95,132.0,Kreditkarte,One-off,No
46022,7612,2026-11-20,24.92,143.0,SEPA-Lastschrift,One-off,No
46023,7612,2026-07-03,28.38,146.0,SEPA-Lastschrift,One-off,Yes
46024,7612,2025-04-06,28.49,133.0,Überweisung,One-off,Yes
46025,7613,2026-02-09,23.33,,SEPA-Lastschrift,Regular,No
46026,7613,2026-11-20,34.99,143.0,SEPA-Lastschrift,Regular,No
46027,7613,2026-06-24,38.97,146.0,SEPA-Lastschrift,Regular,Yes
46028,7613,2026-09-25,37.53,141.0,SEPA-Lastschrift,Regular,No
46029,7613,2026-03-20,33.55,145.0,SEPA-Lastschrift,Regular,Yes
46030,7613,2026-07-30,19.02,146.0,Überweisung,Regular,No
46031,7613,2026-06-08,30.6,142.0,SEPA-Lastschrift,Regular,Yes
46032,7614,2025-12-05,20.45,,Überweisung,One-off,Yes
46033,7615,2021-08-19,13.75,,Überweisung,One-off,No
46034,7615,2024-04-12,12.19,129.0,SEPA-Lastschrift,One-off,No
46035,7615,2022-04-04,14.79,113.0,SEPA-Lastschrift,One-off,No
46036,7615,2023-06-17,7.65,118.0,PayPal,One-off,Yes
46037,7615,2022-12-01,11.85,108.0,Kreditkarte,One-off,No
46038,7615,2025-12-13,5.0,132.0,Überweisung,One-off,Yes
46039,7615,2025-04-07,16.01,133.0,SEPA-Lastschrift,One-off,Yes
46040,7615,2025-05-16,15.07,139.0,SEPA-Lastschrift,One-off,Yes
46041,7615,2025-06-25,20.04,138.0,Überweisung,One-off,Yes
46042,7615,2022-03-26,9.84,113.0,SEPA-Lastschrift,One-off,No
46043,7615,2026-07-07,15.71,146.0,SEPA-Lastschrift,One-off,No
46044,7615,2022-11-18,5.0,108.0,Kreditkarte,One-off,Yes
46045,7615,2024-05-22,7.8,125.0,Kreditkarte,One-off,Yes
46046,7615,2026-03-21,18.16,144.0,SEPA-Lastschrift,One-off,Yes
46047,7615,2024-12-20,10.48,124.0,SEPA-Lastschrift,One-off,Yes
46048,7615,2024-11-30,18.58,124.0,SEPA-Lastschrift,One-off,No
46049,7616,2021-01-02,32.98,,Kreditkarte,One-off,No
46050,7616,2023-12-18,12.21,116.0,SEPA-Lastschrift,One-off,Yes
46051,7616,2026-09-24,17.28,141.0,Kreditkarte,One-off,No
46052,7616,2021-08-09,29.37,106.0,SEPA-Lastschrift,One-off,Yes
46053,7616,2025-12-21,24.53,132.0,PayPal,One-off,Yes
46054,7617,2023-10-24,16.39,,Kreditkarte,One-off,Yes
46055,7618,2023-04-28,55.7,,SEPA-Lastschrift,Regular,No
46056,7618,2026-03-22,105.84,,SEPA-Lastschrift,Regular,No
46057,7618,2025-03-29,108.08,133.0,SEPA-Lastschrift,Regular,Yes
46058,7618,2023-09-12,71.66,117.0,SEPA-Lastschrift,Regular,Yes
46059,7618,2023-12-19,86.21,116.0,SEPA-Lastschrift,Regular,No
46060,7618,2023-10-04,89.6,117.0,SEPA-Lastschrift,Regular,No
46061,7618,2024-05-20,92.59,125.0,SEPA-Lastschrift,Regular,Yes
46062,7618,2023-11-28,77.74,116.0,SEPA-Lastschrift,One-off,Yes
46063,7618,2026-01-23,77.48,144.0,SEPA-Lastschrift,Regular,No
46064,7618,2026-04-02,73.19,145.0,SEPA-Lastschrift,Regular,No
46065,7618,2024-08-10,108.65,130.0,SEPA-Lastschrift,Regular,No
46066,7618,2026-09-29,89.92,141.0,SEPA-Lastschrift,Regular,Yes
46067,7618,2024-05-11,110.98,131.0,SEPA-Lastschrift,Regular,No
46068,7618,2026-04-09,105.53,145.0,SEPA-Lastschrift,Regular,No
46069,7618,2025-03-25,103.37,137.0,SEPA-Lastschrift,Regular,No
46070,7618,2026-12-10,73.24,140.0,SEPA-Lastschrift,Regular,No
46071,7618,2023-06-04,5.0,118.0,SEPA-Lastschrift,Regular,Yes
46072,7618,2024-04-12,117.62,129.0,SEPA-Lastschrift,Regular,No
46073,7619,2026-10-07,29.89,,PayPal,One-off,No
46074,7621,2026-12-22,31.98,,PayPal,One-off,No
46075,7622,2023-08-14,15.27,,Überweisung,One-off,Yes
46076,7622,2024-03-31,13.71,129.0,PayPal,One-off,Yes
46077,7622,2023-09-30,6.49,117.0,SEPA-Lastschrift,One-off,Yes
46078,7623,2025-04-29,37.04,,SEPA-Lastschrift,One-off,Yes
46079,7624,2023-05-16,29.97,,Überweisung,Regular,Yes
46080,7624,2025-10-15,26.46,135.0,SEPA-Lastschrift,Regular,No
46081,7624,2023-12-11,32.36,116.0,SEPA-Lastschrift,Regular,No
46082,7624,2025-11-23,33.54,132.0,SEPA-Lastschrift,Regular,Yes
46083,7624,2026-03-26,15.08,145.0,SEPA-Lastschrift,Regular,No
46084,7624,2026-01-31,29.63,144.0,SEPA-Lastschrift,Regular,Yes
46085,7624,2025-07-22,31.87,138.0,SEPA-Lastschrift,Regular,No
46086,7624,2026-08-22,22.81,146.0,SEPA-Lastschrift,Regular,No
46087,7624,2023-09-27,33.38,117.0,SEPA-Lastschrift,Regular,No
46088,7624,2024-05-23,19.15,125.0,SEPA-Lastschrift,One-off,Yes
46089,7624,2025-03-22,31.41,133.0,SEPA-Lastschrift,Regular,No
46090,7624,2026-01-04,5.43,144.0,SEPA-Lastschrift,Regular,No
46091,7624,2025-11-01,24.08,135.0,SEPA-Lastschrift,Regular,No
46092,7624,2025-04-01,22.69,137.0,SEPA-Lastschrift,Regular,Yes
46093,7624,2024-05-08,40.14,131.0,SEPA-Lastschrift,Regular,No
46094,7624,2026-10-10,25.77,141.0,SEPA-Lastschrift,Regular,Yes
46095,7624,2024-04-14,19.86,129.0,SEPA-Lastschrift,Regular,Yes
46096,7624,2024-05-22,37.32,125.0,SEPA-Lastschrift,One-off,Yes
46097,7624,2024-06-04,29.13,126.0,SEPA-Lastschrift,Regular,No
46098,7624,2026-06-20,31.12,142.0,Überweisung,Regular,Yes
46099,7624,2024-11-16,23.08,124.0,SEPA-Lastschrift,Regular,No
46100,7624,2025-04-06,32.1,133.0,SEPA-Lastschrift,Regular,Yes
46101,7624,2026-12-06,31.33,140.0,SEPA-Lastschrift,One-off,No
46102,7624,2026-01-03,33.05,132.0,SEPA-Lastschrift,Regular,Yes
46103,7624,2026-12-08,17.62,140.0,SEPA-Lastschrift,Regular,Yes
46104,7624,2023-10-13,50.84,117.0,SEPA-Lastschrift,Regular,Yes
46105,7624,2024-03-19,35.46,129.0,PayPal,Regular,No
46106,7624,2025-10-05,19.66,135.0,SEPA-Lastschrift,Regular,Yes
46107,7624,2024-10-24,19.52,127.0,SEPA-Lastschrift,Regular,No
46108,7624,2026-11-24,29.11,140.0,SEPA-Lastschrift,Regular,Yes
46109,7624,2026-09-22,44.37,141.0,SEPA-Lastschrift,Regular,Yes
46110,7624,2024-05-23,40.4,125.0,SEPA-Lastschrift,Regular,No
46111,7624,2024-03-25,32.98,129.0,SEPA-Lastschrift,Regular,Yes
46112,7624,2025-03-30,15.98,133.0,SEPA-Lastschrift,Regular,Yes
46113,7624,2025-05-16,19.81,139.0,SEPA-Lastschrift,Regular,No
46114,7624,2025-04-07,25.43,133.0,PayPal,Regular,Yes
46115,7625,2022-11-27,36.58,,SEPA-Lastschrift,One-off,No
46116,7625,2026-06-06,22.74,142.0,SEPA-Lastschrift,One-off,Yes
46117,7625,2024-04-01,22.27,129.0,PayPal,One-off,No
46118,7625,2023-06-12,28.87,123.0,Kreditkarte,One-off,No
46119,7625,2023-12-18,23.52,116.0,SEPA-Lastschrift,One-off,Yes
46120,7625,2026-06-03,34.14,142.0,SEPA-Lastschrift,One-off,No
46121,7625,2026-01-23,25.9,144.0,SEPA-Lastschrift,One-off,Yes
46122,7625,2025-12-17,24.48,132.0,Überweisung,One-off,No
46123,7625,2024-07-25,10.27,130.0,SEPA-Lastschrift,One-off,Yes
46124,7625,2024-05-09,20.83,131.0,PayPal,One-off,No
46125,7625,2024-04-11,11.54,129.0,PayPal,One-off,No
46126,7625,2025-05-15,26.59,134.0,Überweisung,One-off,Yes
46127,7626,2024-07-28,19.22,,SEPA-Lastschrift,One-off,Yes
46128,7626,2025-10-14,21.99,135.0,Überweisung,One-off,Yes
46129,7626,2025-03-29,18.49,137.0,SEPA-Lastschrift,One-off,Yes
46130,7626,2026-11-18,21.34,140.0,Überweisung,One-off,Yes
46131,7627,2025-09-27,25.28,,Überweisung,One-off,No
46132,7628,2025-06-16,59.99,,SEPA-Lastschrift,One-off,Yes
46133,7628,2026-11-30,44.85,140.0,SEPA-Lastschrift,One-off,Yes
46134,7628,2026-10-10,79.85,141.0,SEPA-Lastschrift,One-off,No
46135,7628,2026-09-16,46.99,143.0,PayPal,One-off,No
46136,7628,2026-11-26,71.64,143.0,SEPA-Lastschrift,One-off,Yes
46137,7628,2025-11-08,66.19,135.0,PayPal,One-off,Yes
46138,7628,2026-03-26,53.77,145.0,PayPal,One-off,No
46139,7628,2026-01-27,64.68,144.0,Überweisung,One-off,No
46140,7628,2026-11-10,101.69,143.0,SEPA-Lastschrift,One-off,Yes
46141,7628,2026-06-27,46.08,,SEPA-Lastschrift,One-off,No
46142,7628,2026-04-27,57.64,142.0,Überweisung,One-off,Yes
46143,7628,2025-10-12,31.58,135.0,SEPA-Lastschrift,One-off,No
46144,7628,2026-09-22,50.99,141.0,SEPA-Lastschrift,One-off,No
46145,7628,2026-12-06,56.32,140.0,Überweisung,One-off,Yes
46146,7628,2025-09-09,89.51,135.0,Überweisung,One-off,Yes
46147,7628,2025-12-16,70.33,132.0,SEPA-Lastschrift,One-off,No
46148,7628,2025-09-26,77.22,135.0,PayPal,One-off,Yes
46149,7628,2025-12-04,64.41,132.0,PayPal,One-off,No
46150,7629,2025-09-10,10.05,,Überweisung,One-off,No
46151,7629,2026-10-15,25.25,143.0,SEPA-Lastschrift,One-off,Yes
46152,7629,2026-10-07,29.45,141.0,Überweisung,One-off,Yes
46153,7630,2022-11-27,31.39,,SEPA-Lastschrift,One-off,No
46154,7631,2021-10-12,123.04,,SEPA-Lastschrift,One-off,No
46155,7631,2025-04-08,289.15,133.0,SEPA-Lastschrift,Regular,Yes
46156,7631,2023-03-25,179.97,121.0,SEPA-Lastschrift,Regular,No
46157,7631,2025-04-01,209.59,133.0,SEPA-Lastschrift,Regular,Yes
46158,7631,2022-05-19,180.02,110.0,SEPA-Lastschrift,Regular,Yes
46159,7631,2022-04-05,205.22,113.0,SEPA-Lastschrift,Regular,Yes
46160,7631,2023-03-27,202.56,121.0,PayPal,Regular,Yes
46161,7631,2026-05-14,163.97,147.0,SEPA-Lastschrift,Regular,No
46162,7631,2024-04-12,143.25,129.0,SEPA-Lastschrift,Regular,Yes
46163,7631,2024-05-19,143.08,125.0,SEPA-Lastschrift,Regular,Yes
46164,7631,2025-04-08,225.43,133.0,SEPA-Lastschrift,Regular,Yes
46165,7631,2022-07-01,216.87,114.0,SEPA-Lastschrift,Regular,No
46166,7631,2025-11-25,188.5,132.0,SEPA-Lastschrift,Regular,No
46167,7631,2026-12-06,187.87,140.0,SEPA-Lastschrift,Regular,Yes
46168,7631,2021-11-22,242.45,100.0,SEPA-Lastschrift,Regular,Yes
46169,7631,2023-08-19,97.01,122.0,SEPA-Lastschrift,Regular,Yes
46170,7631,2022-05-05,178.49,110.0,SEPA-Lastschrift,Regular,Yes
46171,7631,2025-02-03,260.68,136.0,Überweisung,One-off,No
46172,7631,2021-11-09,216.71,100.0,SEPA-Lastschrift,Regular,No
46173,7631,2022-10-05,202.62,109.0,SEPA-Lastschrift,Regular,No
46174,7631,2024-04-07,154.06,129.0,Überweisung,Regular,Yes
46175,7631,2024-05-11,151.94,131.0,SEPA-Lastschrift,Regular,No
46176,7631,2025-03-28,216.25,133.0,Überweisung,Regular,No
46177,7631,2026-12-04,245.38,140.0,SEPA-Lastschrift,Regular,Yes
46178,7631,2025-03-27,20.04,133.0,PayPal,Regular,Yes
46179,7631,2026-10-07,230.77,,SEPA-Lastschrift,Regular,No
46180,7632,2023-07-26,9.8,,PayPal,One-off,No
46181,7634,2022-05-26,15.82,,Kreditkarte,One-off,Yes
46182,7634,2024-07-08,21.08,126.0,SEPA-Lastschrift,One-off,Yes
46183,7634,2024-11-16,25.14,124.0,SEPA-Lastschrift,One-off,Yes
